Ticker,Name,Exchange,categoryName,categoryNr
IOC.NS,Indian Oil Corporation Limited,NSI,Oil & Gas Refining & Marketing,122
MTUAY,MTU Aero Engines AG,PNK,None,0
VISIONLTD.BO,VISION ORGANICS LTD.,BSE,None,0
PSSGF,P S G GROUP LTD,PNK,None,0
4417.TWO,KING CHOU MARINE T TWD10,TWO,None,0
AGO,Assured Guaranty Ltd.,NYQ,Surety & Title Insurance,433
AGN,Allergan plc,NYQ,Drugs - Generic,512
AGM,Federal Agricultural Mortgage Corp.,NYQ,Credit Services,424
AGI,"Alamos Gold, Inc.",NYQ,Gold,134
AGD,Alpine Global Dynamic Dividend Fund,NYQ,Closed-End Fund - Foreign,427
AGX,"Argan, Inc.",NYQ,Heavy Construction,635
1415.HK,Cowell e Holdings Inc.,HKG,None,0
AGU,Agrium Inc.,NYQ,Agricultural Chemicals,112
ERIE,Erie Indemnity Company,NMS,Insurance Brokers,434
ERIC,Ericsson,NMS,None,0
PZV1L.VS,AB Pieno Zvaigzdes,LIT,None,0
ZOF.BE,SBI HOLDINGS,BER,Asset Management,422
GSJK,None,NMS,None,0
TINY,"Harris & Harris Group, Inc.",NGM,Diversified Investments,423
ISMEN.IS,Is Yatirim Menkul Degerler A.S.,IST,None,0
TINO,"Tamino Minerals, Inc.",PNK,None,0
SWRBY,Swire Pacific Limited,PNK,None,0
HCW.DU,WELLTOWER,DUS,REIT - Healthcare Facilities,442
TBOW,None,NGM,None,0
DUC.PA,"Duc Société Anonyme
",PAR,Food - Major Diversified,340
MXPT,"MaxPoint Interactive, Inc.",NYQ,Application Software,821
AMFORG.BO,Amforge Industries Limited,BSE,Auto Parts,333
SWRBF,Swire Pacific Limited,PNK,None,0
MAS,Masco Corporation,NYQ,General Building Materials,634
MAR,"Marriott International, Inc.",NMS,Lodging,710
MAT,"Mattel, Inc.",NMS,Toys & Games,315
MAV,Pioneer Municipal High Income Advantage Trust,NYQ,Closed-End Fund - Debt,425
MAA,Mid-America Apartment Communities Inc.,NYQ,REIT - Residential,445
MAC,The Macerich Company,NYQ,REIT - Retail,446
SBM.AX,ST Barbara Ltd.,ASX,Gold,134
VJGZ.ME,Public Joint Stock Company Varyoganneftegaz,MCX,None,0
MOH.DE,LVMH Moët Hennessy Louis Vuitton SA,GER,Jewelry Stores,742
2SO.SG,SOPHOS GROUP,STU,None,0
WTB.L,Whitbread PLC,LSE,Restaurants,712
MAN,ManpowerGroup Inc.,NYQ,Staffing & Outsourcing Services,764
ENCR,"Ener-Core, Inc.",OBB,None,0
TFI.TO,TransForce Inc.,TOR,Trucking,774
BHKLY,BOC Hong Kong Holdings Ltd.,PNK,None,0
JOX.MU,JOST,MUN,None,0
RML.V,Rusoro Mining Ltd.,VAN,Gold,134
NMG.L,Noricum Gold Limited,LSE,Industrial Metals & Minerals,133
GDRZF,Gold Reserve Inc.,PNK,None,0
I6I.BE,INTERNET INITIATIVE,BER,Communication Equipment,841
GENL.L,Genel Energy plc,LSE,Independent Oil & Gas,121
RKET.DE,Rocket Internet SE,GER,Technical & System Software,822
VNCKF,"Victory Nickel, Inc.",PNK,None,0
RPGLF,Regent Pacific Group Ltd.,PNK,None,0
DJNJ3.BA,JOHNSON & JOHNSON CEDEAR(REPR 6,BUE,None,0
OC5.SG,COCHLEAR,STU,Medical Appliances & Equipment,521
BCY.DE,Barclays PLC,GER,Money Center Banks,410
KANSAINER.NS,Kansai Nerolac Paints Limited,NSI,Chemicals - Major Diversified,110
XMPA.MU,CYTORI THERAPEUTICS,MUN,Biotechnology,515
TCGN,Technology General Corporation,PNK,None,0
TH7.BE,TCC INTL HLDGS,BER,General Building Materials,634
NQL1.SG,BIDVEST,STU,None,0
ZW5.BE,WOLF MINERALS,BER,None,0
KOR.TO,Corvus Gold Inc.,TOR,Gold,134
QSR.TO,Restaurant Brands International Inc.,TOR,Restaurants,712
CTT,"CatchMark Timber Trust, Inc.",NYQ,"Lumber, Wood Production",632
CTU,Qwest Corp.,NYQ,None,0
CTV,Qwest Corp.,NYQ,None,0
ZSTN,"ZST Digital Networks, Inc.",PNK,Communication Equipment,841
CTP,CTPartners Executive Search Inc.,ASE,None,0
CTQ,Qwest Corp.,NYQ,None,0
CTR,ClearBridge Energy MLP Total Return Fund Inc.,NYQ,None,0
CTS,CTS Corporation,NYQ,Diversified Electronics,836
WSPBP,WISCONSIN PUB 6.76,PNK,None,0
CTX,Qwest Corp.,NYQ,None,0
CTY,Qwest Corp.,NYQ,None,0
CTZ,Qwest Corporation 6.625% Notes ,NYQ,None,0
CTF,Nuveen Long/Short Commodity Tot,ASE,None,0
CTG,Computer Task Group Inc.,NMS,Information Technology Services,824
CTB,Cooper Tire & Rubber Co.,NYQ,Rubber & Plastics,322
CTL,"CenturyLink, Inc.",NYQ,Telecom Services - Domestic,844
CTO,Consolidated Tomoka Land Co.,ASE,Real Estate Development,449
JUBLFOOD.BO,Jubilant FoodWorks Limited,BSE,Restaurants,712
VEH.HM,VALORA EFFEKTEN HAN,HAM,None,0
HMSO.L,Hammerson plc,LSE,REIT - Retail,446
YDO.MU,SYNTA PHARMACEUTIC,MUN,Biotechnology,515
COLUF,Colossus Minerals Inc.,PNK,None,0
BAP.AX,Burson Group Limited,ASX,"Specialty Retail, Other",745
5TP.MU,BLUE LABEL,MUN,None,0
ZYW.F,CHINA PROPERTIES GP,FRA,Real Estate Development,449
717457.TWO,JIH SUN SECURITIES C/W 24/08/15,TWO,None,0
ARFS,None,OBB,None,0
QDI.MU,QUEST DIAGNOSTICS,MUN,Medical Laboratories & Research,525
DOME.BA,DOMEC Cía De Artefactos Domesticos Sociedad Anonima Industrial Comercial y Financiera,BUE,Home Furnishings & Fixtures,311
RPG.TO,Polaris Infrastructure Inc.,TOR,Diversified Utilities,913
NANHF,Nan Hai Corp Ltd.,PNK,None,0
1452.TW,"Hong Yi Fiber Ind. Co., Ltd.",TAI,Textile Industrial,628
OBEROIRLTY.BO,OBEROI REALTY LTD.,BSE,None,0
NIRO.JK,Nirvana Development Tbk.,JKT,None,0
TGA.AX,Thorn Group Limited,ASX,Rental & Leasing Services,761
ORN,"Orion Marine Group, Inc",NYQ,Heavy Construction,635
FMPR,"Fame Productions, Inc.",PNK,None,0
USIM5.SA,Usinas Siderúrgicas de Minas Gerais S.A.,SAO,None,0
ORI,Old Republic International Corporation,NYQ,Property & Casualty Insurance,432
PLX.TA,"Protalix BioTherapeutics, Inc.",TLV,None,0
ORC,"Orchid Island Capital, Inc.",NYQ,None,0
ORA,Ormat Technologies Inc.,NYQ,Electric Utilities,911
FARE,World Moto Inc.,OBB,Auto Parts,333
AVX.V,Altair Gold Inc.,VAN,Diversified Electronics,836
PSEC,Prospect Capital Corporation,NMS,Asset Management,422
FARM,Farmer Brothers Co.,NMS,Processed & Packaged Goods,342
FARO,FARO Technologies Inc.,NMS,Scientific & Technical Instruments,837
WRI.V,Waseco Resources Inc.,VAN,Industrial Metals & Minerals,133
AVX.F,ADVANCED ENERGY IND,FRA,Diversified Electronics,836
MSLH.L,Marshalls plc,LSE,General Building Materials,634
MAN.DE,MAN SE,GER,Trucks & Other Vehicles,331
JLM.SG,JERICHO OIL ,STU,None,0
AAST,Allied American Steel Corp.,PNK,Steel & Iron,130
SRIVASAV.BO,SRI VASAVI INDUSTRIES LTD.,BSE,None,0
YMI.TO,Yellowhead Mining Inc.,TOR,None,0
AASL,America's Suppliers Inc.,PNK,None,0
MC0.SI,Global Logistic Properties Limited,SES,Property Management,448
ERKAF,EUREKA RESOURCES LTD,PNK,None,0
OISL.NS,"OCL Iron and Steel, Ltd.",NSI,Steel & Iron,130
0886.HK,Silver Base Group Holdings Limited,HKG,Beverages - Wineries & Distillers,347
XRP1.F,SILENCE THERA,FRA,None,0
BSY.L,Sky plc,LSE,CATV Systems,725
FEDS.IL,FEDERAL BANK GDR,IOB,None,0
TDG.TO,Trinidad Drilling Ltd.,TOR,Oil & Gas Drilling & Exploration,123
0672-OL.HK,ZHONGAN REALEST,HKG,None,0
WGHGF,None,PNK,None,0
OCANF,OceanaGold Corporation,PNK,None,0
3336.HK,Ju Teng International Holdings Limited,HKG,Computer Based Systems,812
MTLQU,Motors Liquidation Company GUC Trust,PNK,None,0
WGHGY,None,PNK,None,0
1110.HK,Kingworld Medicines Group Limited,HKG,Drug Delivery,513
IO4.MU,ITOCHU TECHNO-SOL,MUN,None,0
EB9.F,AFRICAN RAINB MINL,FRA,Industrial Metals & Minerals,133
BI5.F,BROTHER IND,FRA,Business Equipment,313
VLG.L,Venture Life Group Plc,LSE,Drugs - Generic,512
EGRNF,Evergrande Real Estate Group Limited,PNK,None,0
XTLB,XTL Biopharmaceuticals Ltd.,NCM,None,0
SKTP,Skytop Lodge Corporation,PNK,None,0
XTLY,Xactly Corporation,NYQ,Business Software & Services,826
VTXPF,Victrex plc,PNK,None,0
UOIP,"UnifiedOnline, Inc.",OBB,None,0
720690.TWO,YUANTA SECURITIES C/W 15/03/16(,TWO,None,0
HKUOF,Hakuhodo DY Holdings Inc,PNK,None,0
IINHF,IMAGI INTL HLDGS LTD,PNK,None,0
YTT.SG,YAMATO HOLDINGS,STU,Trucking,774
LGC.F,HERITAGE GLOBAL,FRA,None,0
NPD,China Nepstar Chain Drugstore Ltd.,NYQ,Drug Stores,733
VXDN,Accushares Commodities Trust I - AccuShares Spot CBOE VIX Fund Down Class Shares,NGM,None,0
PYT.V,Pyng Medical Corp.,VAN,Medical Appliances & Equipment,521
IINHY,Imagi international holdings ltd.,PNK,None,0
MXROF,Max Resource Corp.,PNK,None,0
SOMC,Southern Michigan Bancorp Inc.,PNK,Regional - Midwest Banks,414
GASE,"GASE Energy, Inc.",OBB,Internet Service Providers,850
GASS,"StealthGas, Inc.",NMS,Shipping,775
0348.HK,Haier Healthwise Holdings Limited,HKG,"Specialty Retail, Other",745
ZP8.SG,ZHAOPIN SP ADS-A,STU,None,0
TRBAB,Tribune Media Company,PNK,None,0
TRBAA,None,PNK,None,0
JTLDF,Jatenergy Limited,PNK,None,0
SUBK,Suffolk Bancorp,NMS,Money Center Banks,410
CCORF,Canaccord Genuity Group Inc.,PNK,None,0
RAD.DE,RHI AG,GER,General Building Materials,634
U01.SI,United Food Holdings Limited,SES,Food - Major Diversified,340
0819.HK,Tianneng Power International Ltd.,HKG,Electronic Equipment,314
1262.TW,Green Seal Holding Limited,TAI,None,0
YT8.F,INNER MONGOLIA -H-,FRA,None,0
PHMD.TA,"PhotoMedex, Inc.",TLV,None,0
5243@OM.KL,UMW OIL & GAS CORPORATION BHD,KLS,None,0
0951.HK,Chaowei Power Holdings Limited,HKG,Specialty Chemicals,113
VJLAXMIE.BO,Veejay Lakshmi Engineering Works Limited,BSE,Diversified Machinery,622
MERCANTILE.BO,Mercantile Ventures Limited,BSE,None,0
PYOIF,Promotora y Operadora de Infraestructura SAB de CV,PNK,None,0
RWNFF,RWE AG,PNK,None,0
VGSBP.ME,VOLGOGRADEN PREF,MCX,None,0
AFSI-PD,"AmTrust Financial Services, Inc",NYQ,None,0
WFC.SW,WELLS FARGO,EBS,None,0
BSQR,BSQUARE Corp.,NGM,Application Software,821
DNT.TO,Candente Copper Corp.,TOR,Copper,131
EDGA.DE,Gold Fields Ltd.,GER,Gold,134
MCB.L,McBride plc,LSE,Personal Products,323
VNGE,Vanguard Energy Corporation,PNK,Major Integrated Oil & Gas,120
4502.TWO,JIAN SIN INDUSTRIA,TWO,None,0
EDGA.DU,GOLD FIELDS,DUS,Gold,134
1314.TW,China Petrochemical Development Corp.,TAI,Specialty Chemicals,113
KO2.SG,KORIAN,STU,Long-Term Care Facilities,523
CLGX,"CoreLogic, Inc.",NYQ,Processing Systems & Products,842
JO3.MU,JOY GLOBAL,MUN,Farm & Construction Machinery,620
JOPA3F.SA,JOSAPAR     ON,SAO,None,0
TCKRF,Teck Resources Limited,PNK,None,0
UEM.L,Utilico Emerging Markets Limited,LSE,Asset Management,422
LIN1.DE,Linde Aktiengesellschaft,GER,Chemicals - Major Diversified,110
LHL.DE,Lenovo Group Limited,GER,Computer Based Systems,812
OSTO,"Original Sixteen to One Mine, Inc.",PNK,Gold,134
PACL.L,Pacific Alliance China Land Ltd,LSE,Asset Management,422
OSTK,Overstock.com Inc.,NGM,Catalog & Mail Order Houses,739
SMGKF,Smiths Group plc,PNK,None,0
101000.KQ,"Dongnam Marine Crane Co., Ltd.",KOE,None,0
OLY1.SG,OLYMPUS,STU,Medical Instruments & Supplies,520
GSMF.JK,Equity Development Investment T,JKT,None,0
0265-OL.HK,ORIENT VICTORY,HKG,None,0
UNICY,Unicharm Corporation,PNK,None,0
WDC.AX,WESTFIELDG STAPLED,ASX,None,0
019300.KS,"Dongil Paper MFG. Co.,Ltd.",KSC,None,0
ELUX-A.ST,Electrolux AB,STO,Electronic Equipment,314
ALV.DE,Allianz SE,GER,Property & Casualty Insurance,432
CKH,Seacor Holdings Inc.,NYQ,Oil & Gas Equipment & Services,124
HETA.SG,KHD HUM WED IND N,STU,None,0
CKP,Checkpoint Systems Inc.,NYQ,Security & Protection Services,765
CKX,CKX Lands Inc.,ASE,Property Management,448
0850-OL.HK,PETROASIAN,HKG,None,0
MRW.L,Wm. Morrison Supermarkets plc,LSE,Grocery Stores,734
ORN.AX,Orion Gold NL,ASX,Gold,134
2038.HK,FIH Mobile Limited,HKG,Communication Equipment,841
PIK.BE,PICK'N PAY STORES,BER,Department Stores,731
ZFIN.MU,ZURICH INSUR GRP N,MUN,Property & Casualty Insurance,432
KIE.L,Kier Group plc,LSE,General Contractors,636
MTCN,ArcelorMittal 6.00% Mandatorily,NYQ,None,0
MKEAF,MAUNA KEA,PNK,None,0
0799-OL.HK,IGG,HKG,None,0
MAAL,"The Marketing Alliance, Inc.",PNK,None,0
RMK.V,Red Moon Potash Inc.,VAN,Industrial Metals & Minerals,133
TSA.BE,ACI WORLDWIDE,BER,None,0
OII,"Oceaneering International, Inc.",NYQ,Oil & Gas Equipment & Services,124
TEHG,"Technovative Group, Inc.",PNK,None,0
5OC.SI,$ Koyo Intl,SES,None,0
OIA,Invesco Municipal Income Opportunities Trust,NYQ,Closed-End Fund - Debt,425
PGR.L,Prospex Oil and Gas plc,LSE,None,0
ZAL.OL,Zalaris ASA,OSL,Technical & System Software,822
RBA.TO,Ritchie Bros. Auctioneers Incorporated,TOR,Business Services,760
084870.KS,"The Basic House Co., Ltd.",KSC,None,0
JPST,"JPS Industries, Inc.",PNK,None,0
OIS,Oil States International Inc.,NYQ,Oil & Gas Equipment & Services,124
BABA,Alibaba Group Holding Limited,NYQ,"Specialty Retail, Other",745
LL2.F,LIFELOCK,FRA,None,0
TEP.L,Telecom Plus plc,LSE,Wireless Communications,840
HSO.AX,Healthscope Limited,ASX,Hospitals,524
EYEGW,"Eyegate Pharmaceuticals, Inc.",NCM,None,0
SBER.ME,Sberbank of Russia OJSC,MCX,None,0
KSB3.F,KSB VZ,FRA,Diversified Machinery,622
KKT.AX,Konekt Limited,ASX,Hospitals,524
AUGUF,Augustine Ventures Inc.,PNK,None,0
MSCI,MSCI Inc.,NYQ,Processing Systems & Products,842
AOA.MU,SASOL,MUN,None,0
MSCA,Main Street Capital Corporation,NYQ,None,0
YWRLF,Athabasca Nuclear Corp.,PNK,None,0
MSCC,Microsemi Corporation,NMS,Semiconductor - Integrated Circuits,833
HITR,"Hitor Group, Inc.",PNK,Auto Parts Wholesale,750
CYFL,Century Financial Corporation,PNK,None,0
HITD,"Houston InterWeb Design, Inc.",PNK,None,0
WWIO,"Wowio, Inc.",OBB,None,0
RCON,"Recon Technology, Ltd.",NCM,Oil & Gas Equipment & Services,124
VAC.DE,Vallourec SA,GER,Steel & Iron,130
KESARENT-BE.NS,KESAR ENTERPRISES INR10,NSI,None,0
ETR,Entergy Corporation,NYQ,Electric Utilities,911
ETP,"Energy Transfer Partners, L.P.",NYQ,Oil & Gas Pipelines,125
92A1.BE,CHINA AUTO LOGISTIC,BER,None,0
ETV,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,NYQ,Closed-End Fund - Equity,426
ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,NYQ,Closed-End Fund - Foreign,427
WMK-H.V,WHITEMUD RESOURCES INC,VAN,None,0
ETX,Eaton Vance Municipal Income 20,NYQ,None,0
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,NYQ,Closed-End Fund - Equity,426
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,NYQ,Closed-End Fund - Equity,426
5381.TWO,UNIPLUS ELECTRONIC TWD10,TWO,None,0
ETF,"Aberdeen Emerging Markets Smaller Company Opportunities Fund, Inc.",ASE,None,0
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,NYQ,Closed-End Fund - Equity,426
ETE,"Energy Transfer Equity, L.P.",NYQ,Oil & Gas Pipelines,125
ETH,Ethan Allen Interiors Inc.,NYQ,Home Furnishings & Fixtures,311
PUBGY,Publicis Groupe SA,PNK,None,0
ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,NYQ,Closed-End Fund - Equity,426
ETM,Entercom Communications Corp.,NYQ,Broadcasting - Radio,724
SFEF,Santa Fe Financial Corp.,PNK,Property Management,448
SFEG,Santa Fe Gold Corporation,PNK,None,0
Z25.SI,Yanlord Land Group Limited,SES,Property Management,448
ROVI,Rovi Corporation,NMS,Multimedia & Graphics Software,820
OMAXE.BO,Omaxe Ltd.,BSE,Real Estate Development,449
MDF.TO,Mediagrif Interactive Technologies Inc.,TOR,Internet Information Providers,851
SHWDY,Showa Denko K.K.,PNK,None,0
QBE.F,QBE INSUR.GROUP,FRA,Property & Casualty Insurance,432
UBR.V,Uragold Bay Resources Inc.,VAN,Industrial Metals & Minerals,133
BTGOF,BT Group plc,PNK,None,0
SHWDF,Showa Denko K.K.,PNK,None,0
FLS.CO,FLSmidth & Co. A/S,CPH,None,0
085129.TW,JIH SUN SECURITIES C/W 27/07/15,TAI,None,0
QLCLF,"Quálitas Controladora, S.A.B. de C.V.",PNK,None,0
AOGN,"Avalon Oil and Gas, Inc.",PNK,Oil & Gas Drilling & Exploration,123
3207.TWO,YAO SHENG ELECTRON TWD10,TWO,None,0
BVBC,Blue Valley Ban Corp.,PNK,Regional - Midwest Banks,414
KBLB,"Kraig Biocraft Laboratories, Inc.",PNK,Synthetics,111
RNI.AX,RNI NL,ASX,Industrial Metals & Minerals,133
AOGC,Australian Oil & Gas Corporation,PNK,Oil & Gas Drilling & Exploration,123
UEIC,Universal Electronics Inc.,NMS,Electronic Equipment,314
NML.AX,Navarre Minerals Limited,ASX,Industrial Metals & Minerals,133
SGCLF,Samco Gold Limited,PNK,None,0
CLLZF,Connacher Oil and Gas Ltd.,PNK,None,0
WLRMF,Wolverine Minerals Corp.,PNK,None,0
BOX-UN.TO,Brookfield Canada Office Properties,TOR,REIT - Office,441
SQNXF,"Square Enix Holdings Co., Ltd.",PNK,None,0
NAIT.L,North American Income Trust Ord,LSE,None,0
OPAY.L,OPTIMAL PAYMENTS ,LSE,None,0
FDGMF,Tango Mining Limited,PNK,None,0
RUMZF,Rumo Logística Operadora Multimodal S.A.,PNK,None,0
2302.TW,Rectron Limited,TAI,Semiconductor Equipment & Materials,834
KY2E.F,LOUIS XIII HLDG,FRA,None,0
087616.TW,YUANTA SECURITIES CO.LTD C/W 27,TAI,None,0
5820.TWO,JIH SUN FINANCIAL TWD10,TWO,None,0
EV.V,Erin Ventures Inc.,VAN,Industrial Metals & Minerals,133
TRRED,"Terra Energy Resources, Ltd.",PNK,None,0
IPKW,PowerShares Intl BuyBack Achiev ETF,NGM,None,0
KNBIF,Kane Biotech Inc.,PNK,None,0
TRAGF,Terago Inc.,PNK,None,0
WA3.BE,CASELLA WASTE SYS-A,BER,Waste Management,637
5VO.F,VISTA OUTDOOR,FRA,None,0
ALU.SG,ALCOA,STU,Aluminum,132
GRBK,"Green Brick Partners, Inc.",NCM,Real Estate Development,449
SIHC,Safco Investment Holding Corp.,PNK,Management Services,769
H4W.BE,JARDINE MATH.HOLD,BER,Conglomerates,210
SPB.TO,Superior Plus Corp.,TOR,Diversified Utilities,913
DOLV,"Dolat Ventures, Inc.",PNK,Industrial Metals & Minerals,133
R9X.BE,XTRACT RES,BER,None,0
OTSUF,"Otsuka Kagu, Ltd.",PNK,None,0
720692.TWO,YUANTA SECURITIES C/W 15/04/16(,TWO,None,0
CMI.AX,CMI Ltd.,ASX,Diversified Electronics,836
VOW.F,VOLKSWAGEN,FRA,Auto Manufacturers - Major,330
NIBA,NI Bancshares Corp.,PNK,None,0
6429.TWO,WELLSTECH OPTICAL CO LTD,TWO,None,0
NYLD-A,"NRG Yield, Inc.",NYQ,Electric Utilities,911
ZLIOY,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",PNK,None,0
ORR.AX,OreCorp Limited,ASX,Industrial Metals & Minerals,133
G5JA.BE,GROWTHPOINT -NPV-,BER,None,0
SVCMF,SilverCrest Metals Inc.,PNK,None,0
VHC.BE,VIOHALCO,BER,None,0
UFODF,UNITED FOOD HLDGS,PNK,None,0
ELMA,"Elmer Bancorp, Inc.",PNK,None,0
ELMD,"Electromed, Inc.",ASE,Medical Appliances & Equipment,521
NR.MI,NOVA RE S.p.A.,MIL,Real Estate Development,449
I1KA.BE,ILLOVO SUGAR,BER,None,0
GTXO,GTX Corp,PNK,Communication Equipment,841
GTXI,GTX Inc.,NCM,Biotechnology,515
EII.F,EISAI CO LTD,FRA,Drugs - Generic,512
DAIO,Data I/O Corp.,NCM,Diversified Electronics,836
FR.PA,Valeo SA,PAR,Auto Parts,333
AGXMF,Argentex Mining Corporation,PNK,None,0
718513.TWO,YUANTA SECURITIES C/W 21/10/15(,TWO,None,0
JTXMF,Jingwei Textile Machinery Company Limited,PNK,None,0
AITUF,Anritsu Corp.,PNK,None,0
IDI.V,Indico Resources Ltd.,VAN,Industrial Metals & Minerals,133
MTL.TO,Mullen Group Ltd.,TOR,Oil & Gas Equipment & Services,124
CYBG,"Cybergy Holdings, Inc.",PNK,None,0
VII.TO,Seven Generations Energy Ltd.,TOR,Independent Oil & Gas,121
SHAW.L,Shawbrook Group plc,LSE,None,0
HNHAF,"Hon Hai Precision Industry Co., Ltd.",PNK,None,0
MCUJF,Medicure Inc.,PNK,None,0
MSGI,"MSGI Technology Solutions, Inc.",PNK,None,0
FEN.MU,FAR EAST ENERGY,MUN,None,0
SIR.AX,Sirius Resources NL,ASX,None,0
OPYGY,Open Joint Stock Company Polyus Gold,PNK,None,0
AKO-A,Embotelladora Andina S.A.,NYQ,Beverages - Soft Drinks,348
OCE.CR,ORIENTE EICI,CCS,None,0
AKO-B,Embotelladora Andina S.A.,NYQ,Beverages - Soft Drinks,348
IDT.AX,IDT Australia Limited,ASX,Drug Manufacturers - Major,510
TOT.MI,TOTAL S.A.,MIL,Major Integrated Oil & Gas,120
RBWNY,Royal Boskalis Westminster NV,PNK,None,0
ETG.HA,ENVITEC BIOGAS,HAN,Diversified Utilities,913
8090.HK,China Assurance Finance Group Limited,HKG,None,0
WJX.TO,Wajax Corporation,TOR,Industrial Equipment Wholesale,752
UREYF,Urals Energy Public Company Limited,PNK,None,0
NSKTF,Nanostruck Technologies Inc.,PNK,None,0
RKDL.NS,Ravi Kumar Distilleries Limited,NSI,Beverages - Wineries & Distillers,347
PHG.AX,Pulse Health Limited,ASX,Hospitals,524
TWC,Time Warner Cable Inc.,NYQ,CATV Systems,725
AVSC,"Advanced Visual Systems, Inc.",PNK,None,0
MWG.L,Modern Water plc,LSE,Water Utilities,914
TWI,Titan International Inc.,NYQ,Farm & Construction Machinery,620
TWN,"The Taiwan Fund, Inc.",NYQ,Closed-End Fund - Foreign,427
TWO,Two Harbors Investment Corp.,NYQ,REIT - Residential,445
HQH,Tekla Healthcare Investors,NYQ,Closed-End Fund - Equity,426
QRMLF,Quest Rare Minerals Ltd.,PNK,None,0
MPIR,"Empire Diversified Energy, Inc.",PNK,None,0
AVSS,Avesis Incorporated,PNK,None,0
HQL,Tekla Life Sciences Investors,NYQ,Closed-End Fund - Equity,426
GSKN.MX,GlaxoSmithKline plc,MEX,Drug Manufacturers - Major,510
0095@BN.KL,XINGHE HOLDINGS BERHAD,KLS,None,0
MPIX,Mindpix Corp.,PNK,None,0
VELPP,None,PNK,None,0
TWX,Time Warner Inc.,NYQ,Entertainment - Diversified,722
FGP.L,Firstgroup plc,LSE,Trucking,774
RSKIA,George Risk Industries Inc.,PNK,Computer Peripherals,815
DFY.F,ORTAC RESOURCES,FRA,None,0
D11.SI,Design Studio Group Ltd.,SES,General Building Materials,634
NICO.ST,Nicoccino Holding AB (publ),STO,None,0
YCZ.SG,CAMERON INTL,STU,None,0
ESPI.OB,None,OBB,None,0
INTHY,Intouch Holdings Public Company Limited,PNK,None,0
ETHG,"800 Commerce, Inc.",OBB,Application Software,821
V1Y.F,VONAGE HOLDINGS,FRA,Wireless Communications,840
ETHS,Earthshine International Ltd.,PNK,None,0
MJDS,"MOJO Data Solutions, Inc.",PNK,None,0
0374.HK,Four Seas Mercantile Holdings Limited,HKG,Food Wholesale,757
EDPFY,"EDP-Energias de Portugal, S.A.",PNK,None,0
CMC.DE,JPMorgan Chase & Co.,GER,Money Center Banks,410
TOUR,Tuniu Corporation,NGM,"Recreational Goods, Other",317
019770.KQ,"Top Metal Works Co., Ltd.",KOE,None,0
MYTAY,Magyar Telekom Telecommunications Public Limited Company,PNK,None,0
EOC,Empresa Nacional de Electricidad S.A.,NYQ,Electric Utilities,911
EOG,"EOG Resources, Inc.",NYQ,Independent Oil & Gas,121
EOD,Wells Fargo Advantage Funds - Wells Fargo Advantage Global Dividend Opportunity Fund,NYQ,None,0
UBCP,United Bancorp Inc.,NCM,Regional - Midwest Banks,414
EOI,Eaton Vance Enhanced Equity Income Fund,NYQ,Closed-End Fund - Equity,426
PDVW,"Pacific DataVision, Inc.",NCM,Application Software,821
EOS,Eaton Vance Enhanced Equity Income Fund II,NYQ,Closed-End Fund - Equity,426
USBC34F.SA,U.S. Bancorp,SAO,Regional - Midwest Banks,414
EOT,Eaton Vance Municipal Income Tr,NYQ,None,0
SONA.MU,SONY SP ADR,MUN,Electronic Equipment,314
EOX,"Emerald Oil, Inc.",ASE,Independent Oil & Gas,121
GROLF,Ginger Oil AB,PNK,None,0
7122.KL,YFG Berhad,KLS,None,0
ROIC,Retail Opportunity Investments Corp.,NMS,REIT - Retail,446
ROIA,Radio One Inc.,NCM,None,0
PWVI,"PowerVerde, Inc.",OBB,Electric Utilities,911
FDK.MU,AMERICAN STS WATER,MUN,None,0
OXC.TO,Oryx Petroleum Corporation Limited,TOR,Independent Oil & Gas,121
IAG.TO,Industrial Alliance Insurance and Financial Services Inc.,TOR,Property & Casualty Insurance,432
ROII,ROI Land Investments Ltd.,OBB,Real Estate Development,449
NISP.JK,Bank OCBC NISP Tbk.,JKT,None,0
ROIQ,ROI Acquisition Corp. II,NCM,Conglomerates,210
1112.HK,Biostime International Holdings Limited (China),HKG,Long-Term Care Facilities,523
ROIX,RESPONSE ONCOLOGY,PNK,None,0
TES.V,Tesoro Minerals Corp.,VAN,None,0
DVOXQ,DynaVox Inc.,PNK,None,0
JY8.BE,JOYOU,BER,Home Furnishings & Fixtures,311
WILN,Wi-Lan Inc.,NMS,None,0
MFBP,M&F Bancorp Inc.,PNK,Regional - Pacific Banks,416
WILD,"Wild Craze, Inc.",PNK,Diversified Investments,423
XOM-U.TI,EXXON MOBIL,TLO,None,0
WILC,G. Willi Food-International Ltd.,NCM,Food - Major Diversified,340
KY7.DU,AKASTOR,DUS,Oil & Gas Equipment & Services,124
ASEI,American Science & Engineering Inc.,NMS,Scientific & Technical Instruments,837
TLVLF,Minds + Machines Group Limited,PNK,None,0
